,L3,Reporter,Partner,Reporter_Total_Imports,Partner_Total_Imports,Reporter_Total_Exports,Partner_Total_Exports,Ind1,Ind2,Ind3,Ind4
1068248,T06,C643,C528,2833492717.0,4133703105.0,332501994.84,2283423731.85,0.0065,0.0005,0.0,0.0081
1068375,T04,C643,C528,12272742257.0,28452025861.0,801395764.25,21497913949.28,0.0002,0.0297,0.0008,0.0001
1068502,T03,C643,C528,1928198553.0,20441756066.0,182553038.8,8873292940.67,0.0052,0.0044,0.0,0.0011
1068629,T05,C643,C528,1137240658.0,1634054027.0,423016724.68,1576647475.09,0.0011,0.0002,0.0,0.0008
1068756,T02,C643,C528,4243175343.0,7774106057.0,886091156.95,4681285428.7,0.0074,0.0012,0.0001,0.0067
1068883,U01,C643,C528,2418328657.0,3675231382.0,1162097133.59,2302979998.57,0.0211,0.0059,0.0019,0.0221
1069010,U09,C643,C528,852557732.0,3746988393.0,65963488.75,1763735937.34,0.0115,0.0112,0.0002,0.0056
1069137,U02,C643,C528,17278393952.0,24068529942.0,2515330751.51,18304060673.19,0.0212,0.0008,0.0001,0.02
1069264,V05,C643,C528,0.0,399763888.0,354692128.53,142343919.0,0.0,0.0062,0.0055,0.0
1069391,U03,C643,C528,289919132.0,2917824194.0,34068578.0,1585786612.71,0.0007,0.0,0.0,0.0001
1069518,U05,C643,C528,0.0,3429784700.0,708634076.1,812399814.19,0.0,0.0299,0.0062,0.0
1069645,V01,C643,C528,700421782.0,3297483668.0,277219260.38,1694921327.01,0.0033,0.0032,0.0003,0.0013
1069772,V02,C643,C528,2733093330.0,6478939538.0,548183703.37,4963225060.3,0.0139,0.0148,0.0012,0.0076
1069899,V03,C643,C528,4551026818.0,21427435687.0,196458746.36,13913319467.73,0.0165,0.0543,0.0005,0.0054
1070026,V04,C643,C528,291495655.0,815355921.0,16145550.18,530106890.02,0.0003,0.0035,0.0001,0.0001
1070153,O06,C643,C528,1931867533.0,7540091588.0,507434975.08,1832493055.12,0.0033,0.0099,0.0007,0.0035
1070280,V06,C643,C528,1909846021.0,5043523085.0,192607951.54,3214006407.75,0.0008,0.0021,0.0001,0.0005
1070557,000,C643,C554,231664135280.0,49303273675.0,438721611962.33,42562340529.1,0.0012,0.0001,0.0013,0.0065
1070686,Z99,C643,C554,9074291104.0,683120524.0,21576112887.53,714269094.56,0.0,0.0,0.0,0.0001
1070813,A01,C643,C554,214626393.0,33460859.0,66443790.0,342368212.0,0.0,0.0,0.0,0.0
1070940,A02,C643,C554,1588528463.0,283230504.0,1022198121.37,5460277105.44,0.0015,0.0,0.0,0.0004
1071067,K01,C643,C554,2083147941.0,214769469.0,6953390406.0,1411031015.86,0.0074,0.0,0.0002,0.011
1071194,B01,C643,C554,526512884.0,56906821.0,54548593.0,7223386191.47,0.0203,0.0,0.0,0.0015
1071321,B09,C643,C554,824365095.0,48749572.0,110078028.0,2479635873.1,0.164,0.0,0.0,0.0545
1071448,B02,C643,C554,1222225128.0,72296352.0,89879864.0,1397195949.26,0.0,0.0,0.0,0.0
1071575,J02,C643,C554,808638376.0,117914244.0,230169199.49,2137557353.68,0.0074,0.0,0.0,0.0028
1071702,C09,C643,C554,780026580.0,73322924.0,67724115.07,55610211.0,0.0003,0.0,0.0,0.0037
1071829,J01,C643,C554,1415260963.0,571643996.0,1031559537.0,789706977.05,0.0026,0.0,0.0,0.0046
1071956,C01,C643,C554,2070084740.0,208845252.0,835783884.87,461661658.33,0.0004,0.0,0.0,0.0016
1072083,C02,C643,C554,5538905930.0,399889396.0,427710824.0,2851280577.37,0.0046,0.0,0.0,0.0089
1072210,D01,C643,C554,1037375827.0,137598851.0,257560842.0,7316809.57,0.0,0.0008,0.0015,0.0
1072337,D02,C643,C554,437764507.0,24453309.0,100160900.0,6731222.0,0.0,0.0,0.0001,0.0
1072464,E01,C643,C554,427535525.0,313400315.0,10446448979.05,26680131.0,0.0001,0.0,0.0,0.0018
1072591,F01,C643,C554,1528326260.0,26696780.0,1265417240.0,11275114.0,0.0,0.0,0.0,0.0
1072718,F03,C643,C554,14797639.0,3944747.0,1052250.0,189510193.0,0.0,0.0,0.0,0.0
1072845,F02,C643,C554,1202037591.0,235759041.0,4337610692.19,16484447.0,0.0002,0.0,0.0,0.0131
1072972,F04,C643,C554,461186463.0,580569620.0,1463758984.0,37639585.0,0.0,0.0,0.0,0.0
1073099,G00,C643,C554,314363615.0,376552682.0,540138964.38,106989757.0,0.0005,0.0,0.0,0.0016
1073226,D03,C643,C554,1221280632.0,226918634.0,811861832.63,72311280.0,0.0,0.0,0.0001,0.0
1073353,E03,C643,C554,1943182563.0,1068714276.0,1352066674.58,2918316904.57,0.0053,0.0,0.0,0.0035
1073480,H01,C643,C554,575826094.0,196801937.0,298944848.0,202930680.0,0.0003,0.0006,0.001,0.0008
1073607,H02,C643,C554,2516711527.0,412475472.0,440938768.53,1588433780.4,0.0113,0.0028,0.003,0.0179
1073734,H03,C643,C554,836850354.0,167788061.0,514543818.0,8234208.0,0.0,0.0,0.0,0.0
1073861,L02,C643,C554,2974918600.0,271518873.0,7904275773.21,242852762.0,0.0,0.0,0.0,0.0005
1073988,L01,C643,C554,639664167.0,190396572.0,65056897618.06,153253787.0,0.0,0.0,0.0,0.0
1074115,N09,C643,C554,9899297202.0,1765157478.0,2829868647.05,319619239.6,0.0,0.0001,0.0002,0.001
1074242,M01,C643,C554,628439.0,1828934705.0,95856396274.0,372526617.0,0.0,0.0004,0.0184,0.0
1074369,M02,C643,C554,1036397182.0,1767900757.0,57228401737.29,42972948.0,0.0,0.0,0.0,0.0
1074496,V09,C643,C554,2865447634.0,755642409.0,2280255763.5,82627082.23,0.0,0.0005,0.0016,0.0011
1074623,N01,C643,C554,3070078790.0,412044424.0,5164535132.43,6075337.0,0.0,0.0001,0.0015,0.0001
1074750,N02,C643,C554,3891161109.0,284940084.0,3042583394.87,414024884.83,0.0,0.0,0.0001,0.0
1074877,N03,C643,C554,11433208082.0,1465527703.0,1218712932.51,397218459.07,0.0001,0.0,0.0,0.0026
1075004,L03,C643,C554,118906151.0,742192718.0,10265742057.73,4003445.0,0.0,0.0012,0.0171,0.0
1075131,P09,C643,C554,4344324212.0,1050622611.0,900441768.9,146032012.41,0.0,0.0034,0.003,0.0001
1075258,N04,C643,C554,8798653719.0,1972329164.0,5350780458.26,315113370.4,0.0001,0.0002,0.0004,0.0026
1075385,R01,C643,C554,3615533652.0,629142618.0,3680440996.9,31151602.5,0.0,0.0,0.0001,0.0032
1075512,R03,C643,C554,523354785.0,87508992.0,106969652.63,94270357.0,0.0,0.0,0.0001,0.0001
1075639,O01,C643,C554,662039613.0,446717108.0,11219226912.35,3258290332.0,0.0001,0.0004,0.0098,0.0
1075766,O03,C643,C554,2761586561.0,1006559019.0,4642123984.77,932025563.0,0.0,0.0001,0.0006,0.0
1075893,P01,C643,C554,544068120.0,50386216.0,76147301.18,30773709.0,0.0,0.0,0.0,0.0002
1076020,I00,C643,C554,55055876.0,2365743.0,3241309.0,203.0,0.0,0.0,0.0,0.0
1076147,P03,C643,C554,1013975620.0,142416534.0,143385699.5,3316180.0,0.0,0.0,0.0,0.0
1076274,Q01,C643,C554,6316487622.0,1236000698.0,413342171.36,22702282.0,0.0,0.0003,0.0001,0.0001
1076401,Q02,C643,C554,597026748.0,71311156.0,40526728.81,4689991.0,0.0,0.0001,0.0001,0.0
1076528,R05,C643,C554,2853334218.0,324308792.0,203479942.34,8381089.0,0.0005,0.0003,0.0002,0.1745
1076655,L04,C643,C554,3033252691.0,985188509.0,6443785272.81,88968357.0,0.0,0.0001,0.0009,0.0012
1076782,L05,C643,C554,3534015060.0,854634244.0,51203844927.08,1204648813.0,0.0022,0.0,0.0011,0.0063
1076909,L06,C643,C554,8978140166.0,1529778428.0,31811514694.43,384628472.09,0.0001,0.0,0.0003,0.0021
1077036,S05,C643,C554,1861134103.0,372036514.0,780245100.55,29701755.0,0.0,0.0,0.0001,0.0
1077163,L07,C643,C554,3274204961.0,503458630.0,481127574.72,69772828.99,0.0001,0.0001,0.0001,0.0052
1077290,S03,C643,C554,4094462579.0,1036216988.0,2216437169.15,265948796.65,0.0001,0.0,0.0,0.001
1077417,S02,C643,C554,10975221129.0,1728662995.0,1162442169.06,549982462.47,0.0006,0.0001,0.0001,0.0114
1077544,S01,C643,C554,17363104360.0,2243738406.0,1907950554.35,471191608.58,0.0001,0.0002,0.0002,0.0035
1077671,S04,C643,C554,8919036802.0,1577786393.0,316312595.05,83899734.0,0.0,0.0,0.0,0.0016
1077798,T09,C643,C554,3508029040.0,488548215.0,732975774.69,114644792.48,0.0,0.0006,0.0009,0.0015
1077925,T01,C643,C554,4072733953.0,462998371.0,536700807.19,165096510.24,0.0003,0.0001,0.0001,0.0076
1078052,T06,C643,C554,2833492717.0,431893912.0,332501994.84,12450989.0,0.0,0.0,0.0,0.0053
1078179,T04,C643,C554,12272742257.0,1732214189.0,801395764.25,144132675.46,0.0001,0.0,0.0,0.0077
1078306,T03,C643,C554,1928198553.0,229260171.0,182553038.8,86186802.0,0.0001,0.0,0.0,0.0023
1078433,T05,C643,C554,1137240658.0,305058313.0,423016724.68,7594704.67,0.0,0.0,0.0,0.0004
1078560,T02,C643,C554,4243175343.0,691847893.0,886091156.95,116711089.88,0.0001,0.0003,0.0003,0.0034
1078687,U01,C643,C554,2418328657.0,330956012.0,1162097133.59,100668488.0,0.0,0.0003,0.0011,0.0005
1078814,U09,C643,C554,852557732.0,328962901.0,65963488.75,53619004.9,0.0,0.0,0.0,0.0001
1078941,U02,C643,C554,17278393952.0,6601900734.0,2515330751.51,89292165.0,0.0,0.0,0.0,0.0004
1079068,V05,C643,C554,0.0,58302234.0,354692128.53,4868221.0,0.0,0.0002,0.0013,0.0
1079195,U03,C643,C554,289919132.0,267328438.0,34068578.0,2628485.0,0.0,0.0004,0.0001,0.0
1079322,U05,C643,C554,0.0,365465137.0,708634076.1,62994306.0,0.0,0.0,0.0,0.0
1079449,V01,C643,C554,700421782.0,171682518.0,277219260.38,10309738.26,0.0,0.0,0.0,0.0004
1079576,V02,C643,C554,2733093330.0,498276548.0,548183703.37,164211012.17,0.0003,0.0002,0.0002,0.0044
1079703,V03,C643,C554,4551026818.0,951207815.0,196458746.36,787930445.0,0.0027,0.0002,0.0,0.0154
1079830,V04,C643,C554,291495655.0,81591169.0,16145550.18,10824061.0,0.0,0.0,0.0,0.0
1079957,O06,C643,C554,1931867533.0,805595642.0,507434975.08,61708973.56,0.0002,0.0,0.0,0.0052
1080084,V06,C643,C554,1909846021.0,628934344.0,192607951.54,18969654.0,0.0,0.0004,0.0001,0.002
1080361,000,C643,C558,231664135280.0,9826361227.0,438721611962.33,7830471800.35,0.0001,0.0003,0.0133,0.0016
1080490,Z99,C643,C558,9074291104.0,0.0,21576112887.53,463457281.0,0.0,0.0,0.0,0.0
1080617,A01,C643,C558,214626393.0,13012637.0,66443790.0,25974149.0,0.0,0.0,0.0,0.0
1080744,A02,C643,C558,1588528463.0,80125497.0,1022198121.37,647467461.49,0.0,0.0,0.0,0.0
1080871,K01,C643,C558,2083147941.0,21175275.0,6953390406.0,302039339.0,0.0022,0.0,0.0,0.015
1080998,B01,C643,C558,526512884.0,12813786.0,54548593.0,31053524.0,0.0,0.0,0.0,0.0
1081125,B09,C643,C558,824365095.0,7854394.0,110078028.0,5492044.0,0.0,0.0,0.0,0.0
1081252,B02,C643,C558,1222225128.0,10195940.0,89879864.0,209655380.0,0.0,0.0,0.0,0.0
1081379,J02,C643,C558,808638376.0,13764401.0,230169199.49,19868197.0,0.0,0.0,0.0,0.0
1081506,C09,C643,C558,780026580.0,4474023.0,67724115.07,14584164.0,0.0,0.0,0.0,0.0
1081633,J01,C643,C558,1415260963.0,95529183.0,1031559537.0,11876132.0,0.0,0.0,0.0,0.0
1081760,C01,C643,C558,2070084740.0,37610469.0,835783884.87,136395751.32,0.0,0.0,0.0,0.0
1081887,C02,C643,C558,5538905930.0,23751802.0,427710824.0,118352751.0,0.0,0.0,0.0,0.0004
1082014,D01,C643,C558,1037375827.0,3345750.0,257560842.0,578210404.03,0.0044,0.0,0.0,0.0079
1082141,D02,C643,C558,437764507.0,1575872.0,100160900.0,258534.0,0.0,0.0,0.0,0.0
1082268,E01,C643,C558,427535525.0,304044306.0,10446448979.05,23011146.0,0.0,0.0021,0.071,0.0
1082395,F01,C643,C558,1528326260.0,862858.0,1265417240.0,105368508.0,0.001,0.0,0.0,0.0143
1082522,F03,C643,C558,14797639.0,758190.0,1052250.0,1413871.0,0.0,0.0,0.0,0.0
1082649,F02,C643,C558,1202037591.0,100816383.0,4337610692.19,90071055.79,0.0,0.0004,0.019,0.0
1082776,F04,C643,C558,461186463.0,91011640.0,1463758984.0,5802701.0,0.0,0.0,0.0,0.0
1082903,G00,C643,C558,314363615.0,29081597.0,540138964.38,255593762.5,0.0,0.0,0.0,0.0
1083030,D03,C643,C558,1221280632.0,11660747.0,811861832.63,7790457.0,0.0,0.0,0.0,0.0047
1083157,E03,C643,C558,1943182563.0,318902086.0,1352066674.58,18840279.0,0.0,0.0,0.0,0.0
1083284,H01,C643,C558,575826094.0,78779836.0,298944848.0,46660979.0,0.0,0.0,0.0,0.0
1083411,H02,C643,C558,2516711527.0,16206123.0,440938768.53,57660455.2,0.0,0.0,0.001,0.0012
1083538,H03,C643,C558,836850354.0,104040610.0,514543818.0,366147505.0,0.0004,0.0,0.0,0.001
1083665,L02,C643,C558,2974918600.0,84854260.0,7904275773.21,2685256.0,0.0,0.0,0.0,0.0
1083792,L01,C643,C558,639664167.0,100282975.0,65056897618.06,6200830.0,0.0,0.0,0.0,0.0
1083919,N09,C643,C558,9899297202.0,474385266.0,2829868647.05,17497861.04,0.0,0.0001,0.0003,0.0
1084046,M01,C643,C558,628439.0,384421904.0,95856396274.0,0.0,0.0,0.0,0.0,0.0
1084173,M02,C643,C558,1036397182.0,1260568414.0,57228401737.29,19505157.0,0.0,0.0,0.0001,0.0
1084300,V09,C643,C558,2865447634.0,132075302.0,2280255763.5,3564684.0,0.0,0.0,0.0,0.0
1084427,N01,C643,C558,3070078790.0,41475230.0,5164535132.43,1827331.9,0.0,0.0001,0.009,0.0
1084554,N02,C643,C558,3891161109.0,24810672.0,3042583394.87,2807315.44,0.0,0.0001,0.0175,0.0
1084681,N03,C643,C558,11433208082.0,529984863.0,1218712932.51,10322711.36,0.0,0.0495,0.1139,0.0
1084808,L03,C643,C558,118906151.0,121931248.0,10265742057.73,389841.0,0.0,0.0022,0.1848,0.0
1084935,P09,C643,C558,4344324212.0,737153877.0,900441768.9,23795050.0,0.0001,0.0,0.0,0.0171
1085062,N04,C643,C558,8798653719.0,404196552.0,5350780458.26,13916878.06,0.0,0.0,0.0,0.0003
1085189,R01,C643,C558,3615533652.0,102870541.0,3680440996.9,2136546.91,0.0,0.0001,0.0038,0.0
1085316,R03,C643,C558,523354785.0,10098926.0,106969652.63,7685685.0,0.0,0.0,0.0,0.0
1085443,O01,C643,C558,662039613.0,27462504.0,11219226912.35,18473014.0,0.0,0.0,0.004,0.0
1085570,O03,C643,C558,2761586561.0,242159109.0,4642123984.77,8357135.25,0.0,0.0,0.0,0.0
1085697,P01,C643,C558,544068120.0,144467420.0,76147301.18,31012935.0,0.0,0.0,0.0,0.0
1085824,I00,C643,C558,55055876.0,37125295.0,3241309.0,42658.0,0.0,0.0,0.0,0.0
1085951,P03,C643,C558,1013975620.0,165687229.0,143385699.5,14415307.0,0.0,0.0,0.0,0.0
1086078,Q01,C643,C558,6316487622.0,519221958.0,413342171.36,2232589853.85,0.0,0.0,0.0,0.0001
1086205,Q02,C643,C558,597026748.0,174851980.0,40526728.81,693685.0,0.0,0.0,0.0,0.0
1086332,R05,C643,C558,2853334218.0,48902407.0,203479942.34,2202558.01,0.0,0.0,0.0,0.0
1086459,L04,C643,C558,3033252691.0,91331675.0,6443785272.81,11803431.0,0.0,0.0,0.0002,0.0
1086586,L05,C643,C558,3534015060.0,102523519.0,51203844927.08,967258940.0,0.0002,0.0,0.0,0.0008
1086713,L06,C643,C558,8978140166.0,423973684.0,31811514694.43,50763303.36,0.0,0.0007,0.0524,0.0
1086840,S05,C643,C558,1861134103.0,53429628.0,780245100.55,58992.0,0.0,0.0,0.0,0.0
1086967,L07,C643,C558,3274204961.0,70218790.0,481127574.72,140709.0,0.0,0.0002,0.0014,0.0098
1087094,S03,C643,C558,4094462579.0,31033237.0,2216437169.15,164785.0,0.0,0.0,0.0016,0.0
1087221,S02,C643,C558,10975221129.0,169127215.0,1162442169.06,3402629.69,0.0,0.0,0.0,0.0
1087348,S01,C643,C558,17363104360.0,198925606.0,1907950554.35,3734107.7,0.0,0.0002,0.0014,0.0
1087475,S04,C643,C558,8919036802.0,82634713.0,316312595.05,289948.55,0.0,0.0,0.0,0.0
1087602,T09,C643,C558,3508029040.0,40613694.0,732975774.69,4802441.11,0.0,0.0001,0.0023,0.0
1087729,T01,C643,C558,4072733953.0,234761693.0,536700807.19,375086.0,0.0,0.0,0.0,0.0
1087856,T06,C643,C558,2833492717.0,13841106.0,332501994.84,79028.5,0.0,0.0,0.0,0.0
1087983,T04,C643,C558,12272742257.0,119631276.0,801395764.25,639274.0,0.0,0.0,0.0,0.0
1088110,T03,C643,C558,1928198553.0,14483860.0,182553038.8,24713.2,0.0,0.0,0.0001,0.0
1088237,T05,C643,C558,1137240658.0,39681343.0,423016724.68,112610.2,0.0,0.0,0.0,0.0
1088364,T02,C643,C558,4243175343.0,397716096.0,886091156.95,776840967.0,0.0,0.0,0.0,0.0
1088491,U01,C643,C558,2418328657.0,3461141.0,1162097133.59,7360.0,0.0,0.0,0.0,0.0
1088618,U09,C643,C558,852557732.0,33528184.0,65963488.75,84901.0,0.0,0.0,0.0,0.0
1088745,U02,C643,C558,17278393952.0,272881801.0,2515330751.51,1686191.0,0.0,0.0001,0.0005,0.0007
1088872,V05,C643,C558,0.0,45976.0,354692128.53,13.0,0.0,0.0,0.0,0.0
1088999,U03,C643,C558,289919132.0,67239019.0,34068578.0,4410.0,0.0,0.0,0.0,0.0
1089126,U05,C643,C558,0.0,920730.0,708634076.1,1017.0,0.0,0.0,0.0,0.0
1089253,V01,C643,C558,700421782.0,10450004.0,277219260.38,2847.0,0.0,0.0,0.0001,0.0
1089380,V02,C643,C558,2733093330.0,33669432.0,548183703.37,453962.0,0.0,0.0,0.0008,0.0
1089507,V03,C643,C558,4551026818.0,73377998.0,196458746.36,16520873.89,0.0,0.0,0.0,0.0027
1089634,V04,C643,C558,291495655.0,1453716.0,16145550.18,2218.0,0.0,0.0,0.0002,0.0
1089761,O06,C643,C558,1931867533.0,69608588.0,507434975.08,27814563.0,0.0,0.0,0.0001,0.0
1089888,V06,C643,C558,1909846021.0,25416166.0,192607951.54,234353.0,0.0,0.0,0.0,0.0
1090166,000,C643,C562,231664135280.0,3027903284.0,438721611962.33,2472796599.2,0.0,0.0,0.0048,0.0
1090296,Z99,C643,C562,9074291104.0,11224.0,21576112887.53,83434271.0,0.0,0.0,0.0,0.0
1090424,A01,C643,C562,214626393.0,148833.0,66443790.0,217887.0,0.0,0.0,0.0,0.0
1090552,A02,C643,C562,1588528463.0,6944823.0,1022198121.37,26586.0,0.0,0.0,0.0,0.0
1090680,K01,C643,C562,2083147941.0,7596707.0,6953390406.0,68304.0,0.0,0.0,0.0,0.0
1090808,B01,C643,C562,526512884.0,27426301.0,54548593.0,10100.0,0.0,0.0,0.0,0.0
1090936,B09,C643,C562,824365095.0,875143.0,110078028.0,751.0,0.0,0.0,0.0,0.0
1091064,B02,C643,C562,1222225128.0,147450.0,89879864.0,21992.0,0.0,0.0,0.0,0.0
1091192,J02,C643,C562,808638376.0,500113.0,230169199.49,12964.0,0.0,0.0,0.0,0.0
1091320,C09,C643,C562,780026580.0,731924.0,67724115.07,1505966.0,0.0,0.0,0.0,0.0008
1091448,J01,C643,C562,1415260963.0,3528584.0,1031559537.0,1207828.0,0.0,0.0,0.0,0.0
1091576,C01,C643,C562,2070084740.0,18627230.0,835783884.87,24284071.05,0.0,0.0,0.0,0.0
1091704,C02,C643,C562,5538905930.0,8258089.0,427710824.0,1061988.0,0.0,0.0,0.0,0.0
1091832,D01,C643,C562,1037375827.0,4952684.0,257560842.0,138255.0,0.0,0.0,0.0,0.0
1091960,D02,C643,C562,437764507.0,10011408.0,100160900.0,72132.0,0.0,0.0,0.0,0.0
1092088,E01,C643,C562,427535525.0,430366429.0,10446448979.05,82487.0,0.0,0.0,0.0,0.0
1092216,F01,C643,C562,1528326260.0,25511.0,1265417240.0,229772211.0,0.0,0.0,0.0,0.0
1092344,F03,C643,C562,14797639.0,4250.0,1052250.0,0.0,0.0,0.0,0.0,0.0
1092472,F02,C643,C562,1202037591.0,104392708.0,4337610692.19,10664.0,0.0,0.0,0.0,0.0
1092600,F04,C643,C562,461186463.0,2950967.0,1463758984.0,1542.0,0.0,0.0,0.0,0.0
1092728,G00,C643,C562,314363615.0,64686161.0,540138964.38,20524.0,0.0,0.0003,0.0022,0.0
1092856,D03,C643,C562,1221280632.0,2460799.0,811861832.63,407261.0,0.0,0.0,0.0,0.0
1092984,E03,C643,C562,1943182563.0,147619392.0,1352066674.58,235577.0,0.0,0.0,0.0,0.0
1093112,H01,C643,C562,575826094.0,5996287.0,298944848.0,21280.0,0.0,0.0,0.0,0.0
1093240,H02,C643,C562,2516711527.0,5423998.0,440938768.53,188256.36,0.0,0.0,0.0,0.0
1093368,H03,C643,C562,836850354.0,49279240.0,514543818.0,10341.0,0.0,0.0,0.0,0.0
1093496,L02,C643,C562,2974918600.0,87685468.0,7904275773.21,119677.0,0.0,0.0008,0.0762,0.0
1093624,L01,C643,C562,639664167.0,12544364.0,65056897618.06,6034.0,0.0,0.0,0.0,0.0
1093752,N09,C643,C562,9899297202.0,44550304.0,2829868647.05,422093.19,0.0,0.0,0.0,0.0255
1093880,M01,C643,C562,628439.0,0.0,95856396274.0,0.0,0.0,0.0,0.0,0.0
1094008,M02,C643,C562,1036397182.0,56290593.0,57228401737.29,229758702.0,0.0,0.0,0.0,0.0
1094136,V09,C643,C562,2865447634.0,120791051.0,2280255763.5,1174693.36,0.0,0.0,0.0,0.0052
1094264,N01,C643,C562,3070078790.0,23144443.0,5164535132.43,95716685.57,0.0,0.0,0.0,0.0
1094392,N02,C643,C562,3891161109.0,7358008.0,3042583394.87,9034338.0,0.0,0.0,0.0,0.0
1094520,N03,C643,C562,11433208082.0,260831969.0,1218712932.51,2461632.0,0.0,0.0008,0.0038,0.0
1094648,L03,C643,C562,118906151.0,14937299.0,10265742057.73,5549.0,0.0,0.0007,0.455,0.0
1094776,P09,C643,C562,4344324212.0,57624828.0,900441768.9,412713.38,0.0,0.0,0.0,0.0
1094904,N04,C643,C562,8798653719.0,32221515.0,5350780458.26,2192580.0,0.0,0.0,0.0,0.0025
1095032,R01,C643,C562,3615533652.0,11758989.0,3680440996.9,256920.54,0.0,0.0,0.0,0.0001
1095160,R03,C643,C562,523354785.0,1022198.0,106969652.63,2117690.58,0.0,0.0,0.0,0.0
1095288,O01,C643,C562,662039613.0,15296407.0,11219226912.35,48714.0,0.0,0.0,0.0012,0.0
1095416,O03,C643,C562,2761586561.0,16640398.0,4642123984.77,222836.38,0.0,0.0,0.0,0.0
1095544,P01,C643,C562,544068120.0,17389274.0,76147301.18,8651.0,0.0,0.0,0.0,0.0
1095672,I00,C643,C562,55055876.0,29858.0,3241309.0,0.0,0.0,0.0,0.0,0.0
1095800,P03,C643,C562,1013975620.0,4398995.0,143385699.5,810148.42,0.0,0.0,0.0,0.0
1095928,Q01,C643,C562,6316487622.0,5027007.0,413342171.36,99846.6,0.0,0.0,0.0,0.0
1096056,Q02,C643,C562,597026748.0,536927.0,40526728.81,33226.0,0.0,0.0,0.0,0.0
1096184,R05,C643,C562,2853334218.0,7009826.0,203479942.34,68654.0,0.0,0.0,0.0,0.0
1096312,L04,C643,C562,3033252691.0,11699830.0,6443785272.81,3481096.91,0.0,0.0,0.0,0.0002
1096440,L05,C643,C562,3534015060.0,9630327.0,51203844927.08,1764227504.0,0.0,0.0,0.0,0.0
1096568,L06,C643,C562,8978140166.0,163844513.0,31811514694.43,1572471.01,0.0,0.0,0.0,0.0047
1096696,S05,C643,C562,1861134103.0,3787474.0,780245100.55,20441.08,0.0,0.0,0.0,0.0
1096824,L07,C643,C562,3274204961.0,14464589.0,481127574.72,239724.0,0.0,0.0,0.0,0.0007
1096952,S03,C643,C562,4094462579.0,39838539.0,2216437169.15,411103.0,0.0,0.0,0.0001,0.0
1097080,S02,C643,C562,10975221129.0,125863386.0,1162442169.06,5271601.51,0.0,0.0,0.0,0.0001
1097208,S01,C643,C562,17363104360.0,75767734.0,1907950554.35,2582448.1,0.0,0.0,0.0001,0.0026
1097336,S04,C643,C562,8919036802.0,9101117.0,316312595.05,256063.52,0.0,0.0,0.0,0.0
1097464,T09,C643,C562,3508029040.0,6545929.0,732975774.69,180656.0,0.0,0.0,0.0,0.0
1097592,T01,C643,C562,4072733953.0,38335197.0,536700807.19,389274.32,0.0,0.0,0.0,0.004
1097720,T06,C643,C562,2833492717.0,2627246.0,332501994.84,23331.39,0.0,0.0,0.0,0.0
1097848,T04,C643,C562,12272742257.0,32068908.0,801395764.25,512195.07,0.0,0.0,0.0,0.0
1097976,T03,C643,C562,1928198553.0,4514059.0,182553038.8,200212.0,0.0,0.0,0.0,0.0007
1098104,T05,C643,C562,1137240658.0,4505737.0,423016724.68,40042.0,0.0,0.0,0.0,0.0
1098232,T02,C643,C562,4243175343.0,34018038.0,886091156.95,1483088.87,0.0,0.0,0.0,0.0051
1098360,U01,C643,C562,2418328657.0,85814.0,1162097133.59,37320.0,0.0,0.0,0.0,0.0
1098488,U09,C643,C562,852557732.0,19717578.0,65963488.75,185668.0,0.0,0.0,0.0,0.0
1098616,U02,C643,C562,17278393952.0,182658693.0,2515330751.51,1498019.29,0.0,0.0,0.0001,0.0
1098744,V05,C643,C562,0.0,245071939.0,354692128.53,0.0,0.0,0.0,0.0,0.0
1098872,U03,C643,C562,289919132.0,6277400.0,34068578.0,29515.13,0.0,0.0,0.0,0.0
1099000,U05,C643,C562,0.0,245926900.0,708634076.1,775132.0,0.0,0.0,0.0,0.0
1099128,V01,C643,C562,700421782.0,4314621.0,277219260.38,210281.0,0.0,0.0,0.0,0.0
1099256,V02,C643,C562,2733093330.0,13730665.0,548183703.37,600148.0,0.0,0.0,0.0,0.0019
1099384,V03,C643,C562,4551026818.0,22204876.0,196458746.36,582188.0,0.0,0.0,0.0,0.0
1099512,V04,C643,C562,291495655.0,137685.0,16145550.18,2769.0,0.0,0.0,0.0,0.0
1099640,O06,C643,C562,1931867533.0,9833913.0,507434975.08,189209.86,0.0,0.0,0.0,0.0
1099768,V06,C643,C562,1909846021.0,1274601.0,192607951.54,10472.71,0.0,0.0,0.0,0.0
1100045,000,C643,C566,231664135280.0,55455380391.0,438721611962.33,49204289789.04,0.0002,0.0028,0.0224,0.0008
1100174,Z99,C643,C566,9074291104.0,1102547873.0,21576112887.53,41940803.74,0.0,0.0,0.0005,0.0
1100301,A01,C643,C566,214626393.0,570934.0,66443790.0,104168.0,0.0,0.0,0.0,0.0
1100428,A02,C643,C566,1588528463.0,3101860.0,1022198121.37,52175.0,0.0,0.0,0.0,0.0
1100555,K01,C643,C566,2083147941.0,1368391068.0,6953390406.0,52816504.28,0.0,0.032,0.1626,0.0001
1100682,B01,C643,C566,526512884.0,808229363.0,54548593.0,9705323.06,0.0,0.0,0.0,0.0
1100809,B09,C643,C566,824365095.0,56586561.0,110078028.0,1421053.0,0.0,0.0,0.0,0.0
1100936,B02,C643,C566,1222225128.0,6865293.0,89879864.0,258.0,0.0,0.0,0.0,0.0
