,L3,Reporter,Partner,Reporter_Total_Imports,Partner_Total_Imports,Reporter_Total_Exports,Partner_Total_Exports,Ind1,Ind2,Ind3,Ind4
236160,A02,C643,C108,1588528463.0,4883769.0,1022198121.37,0.0,0.0,0.0,0.0,0.0
236288,K01,C643,C108,2083147941.0,5373390.0,6953390406.0,15898.0,0.0,0.0,0.0,0.0
236416,B01,C643,C108,526512884.0,409875.0,54548593.0,5.0,0.0,0.0,0.0,0.0
236544,B09,C643,C108,824365095.0,114914.0,110078028.0,0.0,0.0,0.0,0.0,0.0
236672,B02,C643,C108,1222225128.0,107409.0,89879864.0,0.0,0.0,0.0,0.0,0.0
236800,J02,C643,C108,808638376.0,566811.0,230169199.49,401529.0,0.0,0.0,0.0,0.0
236928,C09,C643,C108,780026580.0,826594.0,67724115.07,150256.0,0.0,0.0,0.0,0.0
237056,J01,C643,C108,1415260963.0,1353250.0,1031559537.0,236298.42,0.0,0.0,0.0,0.0
237184,C01,C643,C108,2070084740.0,4422295.0,835783884.87,115563.0,0.0,0.0,0.0,0.0
237312,C02,C643,C108,5538905930.0,188870.0,427710824.0,131518.0,0.0,0.0,0.0,0.0
237440,D01,C643,C108,1037375827.0,16313.0,257560842.0,51999752.0,0.0009,0.0,0.0,0.0184
237568,D02,C643,C108,437764507.0,30590.0,100160900.0,14707169.0,0.0,0.0,0.0,0.0
237696,E01,C643,C108,427535525.0,52796263.0,10446448979.05,162521.0,0.0,0.0006,0.1281,0.0
237824,F01,C643,C108,1528326260.0,255808.0,1265417240.0,12146.0,0.0,0.0,0.0,0.0
237952,F03,C643,C108,14797639.0,15594.0,1052250.0,0.0,0.0,0.0,0.0,0.0
238080,F02,C643,C108,1202037591.0,7285880.0,4337610692.19,19765.0,0.0,0.0,0.0,0.0
238208,F04,C643,C108,461186463.0,2244045.0,1463758984.0,495.0,0.0,0.0,0.0,0.0
238336,G00,C643,C108,314363615.0,25147101.0,540138964.38,429307.0,0.0,0.0,0.0,0.0
238464,D03,C643,C108,1221280632.0,91524.0,811861832.63,0.0,0.0,0.0,0.0,0.0
238592,E03,C643,C108,1943182563.0,14351592.0,1352066674.58,12248.0,0.0,0.0,0.0,0.0
238720,H01,C643,C108,575826094.0,1375430.0,298944848.0,7115.0,0.0,0.0,0.0,0.0
238848,H02,C643,C108,2516711527.0,7930820.0,440938768.53,11888.0,0.0,0.0,0.0,0.0
238976,H03,C643,C108,836850354.0,6671660.0,514543818.0,52947.0,0.0,0.0,0.0,0.0
239104,L02,C643,C108,2974918600.0,40117152.0,7904275773.21,8165074.0,0.0,0.0,0.0,0.0
239232,L01,C643,C108,639664167.0,5315946.0,65056897618.06,0.0,0.0,0.0,0.0,0.0
239360,N09,C643,C108,9899297202.0,40356454.0,2829868647.05,33229.87,0.0,0.0,0.0,0.0
239488,M01,C643,C108,628439.0,6311.0,95856396274.0,0.0,0.0,0.0,0.0,0.0
239616,M02,C643,C108,1036397182.0,137332012.0,57228401737.29,664.0,0.0,0.0,0.0,0.0
239744,V09,C643,C108,2865447634.0,6181873.0,2280255763.5,73691.91,0.0,0.0,0.0,0.0
239872,N01,C643,C108,3070078790.0,5180231.0,5164535132.43,9.0,0.0,0.0,0.0031,0.0
240000,N02,C643,C108,3891161109.0,1402430.0,3042583394.87,35231.0,0.0,0.0,0.0,0.0
240128,N03,C643,C108,11433208082.0,65001512.0,1218712932.51,11342.0,0.0,0.0,0.0,0.0
240256,L03,C643,C108,118906151.0,34246797.0,10265742057.73,0.0,0.0,0.0002,0.0737,0.0
240384,P09,C643,C108,4344324212.0,28081978.0,900441768.9,10512908.27,0.0,0.0,0.0,0.0
240512,N04,C643,C108,8798653719.0,21868490.0,5350780458.26,60269.0,0.0,0.0,0.0,0.0
240640,R01,C643,C108,3615533652.0,10021530.0,3680440996.9,1708.0,0.0,0.0,0.0,0.0
240768,R03,C643,C108,523354785.0,1132949.0,106969652.63,372793.39,0.0,0.0,0.0,0.0
240896,O01,C643,C108,662039613.0,1527252.0,11219226912.35,945.0,0.0,0.0,0.0,0.0
241024,O03,C643,C108,2761586561.0,22046009.0,4642123984.77,30728.0,0.0,0.0,0.0,0.0
241152,P01,C643,C108,544068120.0,7019323.0,76147301.18,2869.0,0.0,0.0,0.0,0.0
241280,I00,C643,C108,55055876.0,363546.0,3241309.0,0.0,0.0,0.0,0.0,0.0
241408,P03,C643,C108,1013975620.0,1464999.0,143385699.5,30834.0,0.0,0.0,0.0,0.0
241536,Q01,C643,C108,6316487622.0,4912017.0,413342171.36,281412.0,0.0,0.0,0.0,0.0
241664,Q02,C643,C108,597026748.0,604750.0,40526728.81,361.0,0.0,0.0,0.0,0.0
241792,R05,C643,C108,2853334218.0,6482826.0,203479942.34,3944.0,0.0,0.0,0.0,0.0
241920,L04,C643,C108,3033252691.0,10365989.0,6443785272.81,48283.91,0.0,0.0,0.0,0.0
242048,L05,C643,C108,3534015060.0,4761623.0,51203844927.08,93954122.0,0.0,0.0,0.0,0.0
242176,L06,C643,C108,8978140166.0,83559274.0,31811514694.43,160211.87,0.0,0.0,0.0,0.0
242304,S05,C643,C108,1861134103.0,1250345.0,780245100.55,3268.63,0.0,0.0,0.0001,0.0
242432,L07,C643,C108,3274204961.0,7474650.0,481127574.72,1041.0,0.0,0.0,0.0002,0.0
242560,S03,C643,C108,4094462579.0,3268229.0,2216437169.15,99.0,0.0,0.0,0.0,0.0
242688,S02,C643,C108,10975221129.0,23202413.0,1162442169.06,167263.0,0.0,0.0,0.0005,0.0
242816,S01,C643,C108,17363104360.0,13579239.0,1907950554.35,100540.79,0.0,0.0,0.0001,0.0056
242944,S04,C643,C108,8919036802.0,10656036.0,316312595.05,45395.0,0.0,0.0,0.0,0.0
243072,T09,C643,C108,3508029040.0,2458280.0,732975774.69,142825.54,0.0,0.0,0.0024,0.0
243200,T01,C643,C108,4072733953.0,29735963.0,536700807.19,7100.0,0.0,0.0,0.0,0.0
243328,T06,C643,C108,2833492717.0,476969.0,332501994.84,809.62,0.0,0.0,0.0,0.0
243456,T04,C643,C108,12272742257.0,12236147.0,801395764.25,28117.0,0.0,0.0,0.0012,0.0
243584,T03,C643,C108,1928198553.0,4302437.0,182553038.8,0.0,0.0,0.0,0.0,0.0
243712,T05,C643,C108,1137240658.0,1891882.0,423016724.68,5406.82,0.0,0.0,0.0,0.0
243840,T02,C643,C108,4243175343.0,8826177.0,886091156.95,28526.0,0.0,0.0,0.0,0.0
243968,U01,C643,C108,2418328657.0,1038062.0,1162097133.59,0.0,0.0,0.0,0.0,0.0
244096,U09,C643,C108,852557732.0,8112594.0,65963488.75,6.0,0.0,0.0,0.0,0.0
244224,U02,C643,C108,17278393952.0,73831199.0,2515330751.51,159168.33,0.0,0.0,0.0014,0.0
244352,V05,C643,C108,0.0,645.0,354692128.53,0.0,0.0,0.0,0.0,0.0
244480,U03,C643,C108,289919132.0,5174725.0,34068578.0,359.0,0.0,0.0,0.0,0.0
244608,U05,C643,C108,0.0,157.0,708634076.1,6713.0,0.0,0.0,0.0,0.0
244736,V01,C643,C108,700421782.0,608984.0,277219260.38,542.0,0.0,0.0,0.0,0.0
244864,V02,C643,C108,2733093330.0,5571990.0,548183703.37,32947.0,0.0,0.0001,0.0067,0.0
244992,V03,C643,C108,4551026818.0,9320143.0,196458746.36,155207.0,0.0,0.0,0.0,0.0
245120,V04,C643,C108,291495655.0,53438.0,16145550.18,1744.0,0.0,0.0,0.0,0.0
245248,O06,C643,C108,1931867533.0,3653624.0,507434975.08,161172.44,0.0,0.0,0.0,0.0
245376,V06,C643,C108,1909846021.0,839851.0,192607951.54,1035.0,0.0,0.0,0.0,0.0
245653,000,C643,C112,231664135280.0,41810690352.0,438721611962.33,30350842733.04,0.0544,0.0272,0.2858,0.4153
245782,Z99,C643,C112,9074291104.0,15566847100.0,21576112887.53,214935500.33,0.0007,0.0075,0.0104,0.0291
245909,A01,C643,C112,214626393.0,25129300.0,66443790.0,8528368.0,0.0161,0.0543,0.1436,0.4064
246036,A02,C643,C112,1588528463.0,209377499.0,1022198121.37,982733486.0,0.4159,0.1197,0.5845,0.6722
246163,K01,C643,C112,2083147941.0,524780398.0,6953390406.0,351963886.0,0.148,0.0174,0.2305,0.8758
246290,B01,C643,C112,526512884.0,9575000.0,54548593.0,612336289.68,0.8602,0.1692,0.964,0.7397
246417,B09,C643,C112,824365095.0,22390600.0,110078028.0,678503060.0,0.6834,0.1961,0.9639,0.8303
246544,B02,C643,C112,1222225128.0,31734300.0,89879864.0,1043771036.0,0.8251,0.2034,0.576,0.9661
246671,J02,C643,C112,808638376.0,31970900.0,230169199.49,91177063.0,0.079,0.053,0.3816,0.7005
246798,C09,C643,C112,780026580.0,136814100.0,67724115.07,153938680.0,0.1919,0.1468,0.0727,0.9723
246925,J01,C643,C112,1415260963.0,222336398.0,1031559537.0,85243105.0,0.0274,0.1051,0.4876,0.4553
247052,C01,C643,C112,2070084740.0,249987900.0,835783884.87,251655321.0,0.0901,0.0978,0.3269,0.7411
247179,C02,C643,C112,5538905930.0,595213898.0,427710824.0,178296376.0,0.0194,0.1466,0.1054,0.6038
247306,D01,C643,C112,1037375827.0,146102599.0,257560842.0,9345328.0,0.0068,0.4004,0.7059,0.7501
247433,D02,C643,C112,437764507.0,37178500.0,100160900.0,1113331.0,0.0022,0.2952,0.7954,0.8582
247560,E01,C643,C112,427535525.0,195327200.0,10446448979.05,83140129.0,0.0479,0.0124,0.6624,0.2461
247687,F01,C643,C112,1528326260.0,378902099.0,1265417240.0,4399879.0,0.0004,0.1602,0.535,0.1485
247814,F03,C643,C112,14797639.0,688800.0,1052250.0,7866226.0,0.5123,0.16,0.2445,0.9637
247941,F02,C643,C112,1202037591.0,183745800.0,4337610692.19,413011584.0,0.1314,0.0352,0.8318,0.3823
248068,F04,C643,C112,461186463.0,431081799.0,1463758984.0,230113414.0,0.3498,0.0791,0.2686,0.7011
248195,G00,C643,C112,314363615.0,76995900.0,540138964.38,144724946.0,0.2274,0.0929,0.6515,0.494
248322,D03,C643,C112,1221280632.0,187090800.0,811861832.63,76728192.0,0.0486,0.1103,0.4788,0.7733
248449,E03,C643,C112,1943182563.0,501708298.0,1352066674.58,150223674.0,0.0551,0.2092,0.5638,0.7125
248576,H01,C643,C112,575826094.0,95457700.0,298944848.0,41711011.0,0.0578,0.1904,0.5963,0.7983
248703,H02,C643,C112,2516711527.0,241082700.0,440938768.53,91710304.68,0.0199,0.1008,0.1844,0.5455
248830,H03,C643,C112,836850354.0,0.0,514543818.0,4977165.0,0.0005,0.0,0.0,0.0906
248957,L02,C643,C112,2974918600.0,307081498.0,7904275773.21,261508197.0,0.0466,0.0182,0.468,0.5307
249084,L01,C643,C112,639664167.0,0.0,65056897618.06,1290628629.0,0.0459,0.0,0.0,0.0228
249211,N09,C643,C112,9899297202.0,1144691700.0,2829868647.05,602762575.0,0.0355,0.1909,0.472,0.5831
249338,M01,C643,C112,628439.0,0.0,95856396274.0,0.0,0.0,0.0,0.0,0.0
249465,M02,C643,C112,1036397182.0,0.0,57228401737.29,2878409740.0,0.1499,0.0,0.0,0.054
249592,V09,C643,C112,2865447634.0,375795300.0,2280255763.5,658224828.33,0.0381,0.09,0.5461,0.166
249719,N01,C643,C112,3070078790.0,218781700.0,5164535132.43,95864869.0,0.0101,0.0296,0.6987,0.3222
249846,N02,C643,C112,3891161109.0,0.0,3042583394.87,168005636.0,0.0093,0.0,0.0,0.2143
249973,N03,C643,C112,11433208082.0,980000000.0,1218712932.51,297404621.0,0.02,0.1361,0.1693,0.7707
250100,L03,C643,C112,118906151.0,0.0,10265742057.73,3486352677.8,0.2012,0.0,0.0,0.0069
250227,P09,C643,C112,4344324212.0,798206496.0,900441768.9,548954505.96,0.086,0.2468,0.2784,0.6803
250354,N04,C643,C112,8798653719.0,1480568498.0,5350780458.26,1094313288.0,0.0749,0.1574,0.569,0.6024
250481,R01,C643,C112,3615533652.0,358736699.0,3680440996.9,333978693.63,0.0422,0.0407,0.4174,0.4567
250608,R03,C643,C112,523354785.0,62675799.0,106969652.63,37966095.0,0.034,0.3217,0.549,0.4692
250735,O01,C643,C112,662039613.0,260414100.0,11219226912.35,2289829490.0,0.3608,0.0156,0.6715,0.1043
250862,O03,C643,C112,2761586561.0,685055699.0,4642123984.77,374372196.25,0.0584,0.0848,0.5748,0.4311
250989,P01,C643,C112,544068120.0,117342800.0,76147301.18,100736328.0,0.0622,0.5368,0.3483,0.3361
251116,I00,C643,C112,55055876.0,14379600.0,3241309.0,1027647.0,0.0186,0.2117,0.0477,0.9955
251243,P03,C643,C112,1013975620.0,269853800.0,143385699.5,296844785.0,0.1415,0.4525,0.2404,0.4834
251370,Q01,C643,C112,6316487622.0,344124300.0,413342171.36,241222833.53,0.0286,0.3797,0.4561,0.748
251497,Q02,C643,C112,597026748.0,69426600.0,40526728.81,81880559.0,0.1048,0.3963,0.2313,0.7643
251624,R05,C643,C112,2853334218.0,310877100.0,203479942.34,147063977.57,0.0501,0.4954,0.3243,0.9722
251751,L04,C643,C112,3033252691.0,360226700.0,6443785272.81,475957998.18,0.0723,0.0293,0.5242,0.4606
251878,L05,C643,C112,3534015060.0,889839599.0,51203844927.08,387866051.27,0.066,0.0121,0.6967,0.6015
252005,L06,C643,C112,8978140166.0,3340042896.0,31811514694.43,1723028428.16,0.0576,0.0807,0.7684,0.2999
252132,S05,C643,C112,1861134103.0,230610398.0,780245100.55,321283879.0,0.1398,0.2102,0.7113,0.8096
252259,L07,C643,C112,3274204961.0,455987497.0,481127574.72,209624091.28,0.0466,0.2574,0.2716,0.7284
252386,S03,C643,C112,4094462579.0,365105999.0,2216437169.15,129272238.11,0.0242,0.0532,0.323,0.7652
252513,S02,C643,C112,10975221129.0,914527795.0,1162442169.06,489490808.68,0.0334,0.1419,0.1804,0.748
252640,S01,C643,C112,17363104360.0,1491486496.0,1907950554.35,562141285.91,0.0256,0.2493,0.3189,0.7913
252767,S04,C643,C112,8919036802.0,419578900.0,316312595.05,55061657.0,0.0047,0.2806,0.2116,0.7567
252894,T09,C643,C112,3508029040.0,287072400.0,732975774.69,89847105.25,0.0214,0.1581,0.4036,0.8355
253021,T01,C643,C112,4072733953.0,762803200.0,536700807.19,200887515.87,0.0342,0.3648,0.2567,0.6926
253148,T06,C643,C112,2833492717.0,255072199.0,332501994.84,120305426.0,0.0394,0.4514,0.5885,0.9269
253275,T04,C643,C112,12272742257.0,817918000.0,801395764.25,72013261.6,0.003,0.2365,0.2317,0.5171
253402,T03,C643,C112,1928198553.0,127328300.0,182553038.8,84497161.0,0.0353,0.1779,0.255,0.8044
253529,T05,C643,C112,1137240658.0,157346600.0,423016724.68,158346683.0,0.1356,0.2744,0.7377,0.9736
253656,T02,C643,C112,4243175343.0,537630899.0,886091156.95,394568750.6,0.049,0.2391,0.3941,0.5266
253783,U01,C643,C112,2418328657.0,265422000.0,1162097133.59,205515612.0,0.0585,0.0768,0.3363,0.6884
253910,U09,C643,C112,852557732.0,20685200.0,65963488.75,47528067.5,0.0291,0.0482,0.1538,0.5223
254037,U02,C643,C112,17278393952.0,1045417600.0,2515330751.51,2005631776.61,0.0717,0.2392,0.5756,0.6174
254164,V05,C643,C112,0.0,0.0,354692128.53,47904462.0,0.0,0.0,0.0,0.0
254291,U03,C643,C112,289919132.0,49333799.0,34068578.0,14929061.0,0.0395,0.3801,0.2625,0.7674
254418,U05,C643,C112,0.0,0.0,708634076.1,54694378.0,0.0,0.0,0.0,0.0
254545,V01,C643,C112,700421782.0,80820899.0,277219260.38,105296444.24,0.0719,0.1281,0.4395,0.4782
254672,V02,C643,C112,2733093330.0,258132700.0,548183703.37,130914531.76,0.0294,0.1957,0.4157,0.6143
254799,V03,C643,C112,4551026818.0,340314599.0,196458746.36,151052426.0,0.0167,0.1772,0.1023,0.5044
254926,V04,C643,C112,291495655.0,12247400.0,16145550.18,11791627.97,0.015,0.2213,0.2917,0.372
255053,O06,C643,C112,1931867533.0,248689300.0,507434975.08,806424501.0,0.1454,0.1591,0.3245,0.3484
255180,V06,C643,C112,1909846021.0,177517700.0,192607951.54,95467977.29,0.0369,0.3214,0.3487,0.7384
255457,000,C643,C116,231664135280.0,19114254671.0,438721611962.33,28061311523.67,0.0008,0.0,0.0007,0.0068
255586,Z99,C643,C116,9074291104.0,1112867.0,21576112887.53,76663308.31,0.0,0.0,0.0022,0.0
255713,A01,C643,C116,214626393.0,50645833.0,66443790.0,125318090.0,0.0,0.0,0.0,0.0
255840,A02,C643,C116,1588528463.0,23626605.0,1022198121.37,180343.0,0.0,0.0,0.0,0.0
255967,K01,C643,C116,2083147941.0,22846591.0,6953390406.0,18994568.0,0.0,0.0,0.0008,0.0
256094,B01,C643,C116,526512884.0,33834781.0,54548593.0,2626.0,0.0,0.0,0.0,0.0
256221,B09,C643,C116,824365095.0,13448970.0,110078028.0,0.0,0.0,0.0,0.0,0.0
256348,B02,C643,C116,1222225128.0,3848817.0,89879864.0,0.0,0.0,0.0,0.0,0.0
256475,J02,C643,C116,808638376.0,215304970.0,230169199.49,4816789.0,0.0,0.0033,0.0036,0.0
256602,C09,C643,C116,780026580.0,5187725.0,67724115.07,3159096.0,0.0,0.0,0.0,0.0
256729,J01,C643,C116,1415260963.0,195108286.0,1031559537.0,64935346.0,0.0,0.0004,0.0024,0.0008
256856,C01,C643,C116,2070084740.0,8348737.0,835783884.87,478363823.0,0.0,0.0,0.0,0.0
256983,C02,C643,C116,5538905930.0,14572691.0,427710824.0,465132833.0,0.0,0.0,0.0,0.0002
257110,D01,C643,C116,1037375827.0,12505057.0,257560842.0,33256.0,0.0,0.0,0.0005,0.4846
257237,D02,C643,C116,437764507.0,3035718.0,100160900.0,20514.0,0.0,0.0,0.0,0.0
257364,E01,C643,C116,427535525.0,157301210.0,10446448979.05,534379115.95,0.0087,0.0,0.0009,0.007
257491,F01,C643,C116,1528326260.0,997039.0,1265417240.0,19737687.0,0.0,0.0,0.0,0.0
257618,F03,C643,C116,14797639.0,96395.0,1052250.0,0.0,0.0,0.0,0.0,0.0
257745,F02,C643,C116,1202037591.0,8977478.0,4337610692.19,17545888.0,0.0,0.0,0.0057,0.0
257872,F04,C643,C116,461186463.0,61364803.0,1463758984.0,5233110.0,0.0,0.0,0.0,0.0
257999,G00,C643,C116,314363615.0,51037623.0,540138964.38,32291786.0,0.0,0.0,0.0003,0.0
258126,D03,C643,C116,1221280632.0,4652510.0,811861832.63,596987.0,0.0,0.0,0.0,0.0
258253,E03,C643,C116,1943182563.0,260949299.0,1352066674.58,17803214.0,0.0,0.0,0.0,0.0
258380,H01,C643,C116,575826094.0,313013848.0,298944848.0,1591422.0,0.0,0.0,0.0,0.0
258507,H02,C643,C116,2516711527.0,17958295.0,440938768.53,4016458.0,0.0,0.0,0.0,0.0
258634,H03,C643,C116,836850354.0,327135276.0,514543818.0,35146278.0,0.0,0.0,0.0,0.0003
258761,L02,C643,C116,2974918600.0,129587832.0,7904275773.21,15769444.0,0.0,0.0,0.0,0.0
258888,L01,C643,C116,639664167.0,429550407.0,65056897618.06,5242.0,0.0,0.0,0.0,0.0
259015,N09,C643,C116,9899297202.0,501954994.0,2829868647.05,10705784.94,0.0,0.0,0.0001,0.0
259142,M01,C643,C116,628439.0,0.0,95856396274.0,0.0,0.0,0.0,0.0,0.0
259269,M02,C643,C116,1036397182.0,1211910342.0,57228401737.29,97560.0,0.0,0.0,0.0,0.0
259396,V09,C643,C116,2865447634.0,604416215.0,2280255763.5,776292238.97,0.0,0.0,0.0001,0.0002
259523,N01,C643,C116,3070078790.0,45344380.0,5164535132.43,473776.0,0.0,0.0,0.0,0.0
259650,N02,C643,C116,3891161109.0,66460838.0,3042583394.87,36749539.0,0.0,0.0,0.0,0.0
259777,N03,C643,C116,11433208082.0,244568197.0,1218712932.51,11005102.87,0.0,0.0002,0.001,0.0
259904,L03,C643,C116,118906151.0,209512896.0,10265742057.73,20306.0,0.0,0.0,0.0003,0.0
260031,P09,C643,C116,4344324212.0,3177162112.0,900441768.9,2071412769.63,0.0009,0.0,0.0,0.0019
260158,N04,C643,C116,8798653719.0,731093995.0,5350780458.26,576559672.59,0.0,0.0,0.0,0.0001
260285,R01,C643,C116,3615533652.0,186531594.0,3680440996.9,492676497.0,0.0001,0.0,0.0002,0.0006
260412,R03,C643,C116,523354785.0,265402723.0,106969652.63,836193815.63,0.0023,0.0,0.0,0.0015
260539,O01,C643,C116,662039613.0,230565566.0,11219226912.35,351988275.0,0.0,0.0,0.0017,0.0
260666,O03,C643,C116,2761586561.0,553313120.0,4642123984.77,41515865.85,0.0,0.0001,0.001,0.0
260793,P01,C643,C116,544068120.0,471530506.0,76147301.18,8475002.0,0.0,0.0,0.0,0.0
260920,I00,C643,C116,55055876.0,237034.0,3241309.0,53182.0,0.0,0.0,0.0,0.0
261047,P03,C643,C116,1013975620.0,1019573626.0,143385699.5,8049115.0,0.0,0.0,0.0,0.0
261174,Q01,C643,C116,6316487622.0,29357619.0,413342171.36,12451631076.85,0.0209,0.0,0.0,0.0106
261301,Q02,C643,C116,597026748.0,82144728.0,40526728.81,132560721.14,0.0019,0.0,0.0,0.0084
261428,R05,C643,C116,2853334218.0,126850229.0,203479942.34,2451568390.84,0.0157,0.0,0.0,0.0183
261555,L04,C643,C116,3033252691.0,348386897.0,6443785272.81,58853982.0,0.0,0.0015,0.0285,0.0
261682,L05,C643,C116,3534015060.0,1352875784.0,51203844927.08,3133416215.0,0.0,0.0,0.0,0.0
261809,L06,C643,C116,8978140166.0,704970028.0,31811514694.43,85472230.0,0.0,0.0,0.0001,0.0
261936,S05,C643,C116,1861134103.0,56259801.0,780245100.55,2357907.0,0.0,0.0,0.0,0.0
262063,L07,C643,C116,3274204961.0,180168149.0,481127574.72,21008579.0,0.0,0.0,0.0,0.0
262190,S03,C643,C116,4094462579.0,124114288.0,2216437169.15,1155656.0,0.0,0.0,0.0,0.0
262317,S02,C643,C116,10975221129.0,591862559.0,1162442169.06,6159883.0,0.0,0.0,0.0,0.0
262444,S01,C643,C116,17363104360.0,406248634.0,1907950554.35,91324540.0,0.0,0.0,0.0,0.0028
262571,S04,C643,C116,8919036802.0,54373565.0,316312595.05,52548520.0,0.0,0.0,0.0001,0.0
262698,T09,C643,C116,3508029040.0,113072647.0,732975774.69,39663064.0,0.0,0.0,0.0,0.0
262825,T01,C643,C116,4072733953.0,246696142.0,536700807.19,235970863.0,0.0,0.0,0.0001,0.0001
262952,T06,C643,C116,2833492717.0,10336413.0,332501994.84,66115257.0,0.0,0.0,0.0,0.0
263079,T04,C643,C116,12272742257.0,108080837.0,801395764.25,45501310.16,0.0,0.0,0.0,0.0
263206,T03,C643,C116,1928198553.0,181028507.0,182553038.8,257901175.0,0.0,0.0,0.0,0.0
263333,T05,C643,C116,1137240658.0,12598115.0,423016724.68,45567.0,0.0,0.0,0.0,0.0
263460,T02,C643,C116,4243175343.0,505767008.0,886091156.95,427649109.0,0.0002,0.0005,0.0009,0.0021
263587,U01,C643,C116,2418328657.0,28548907.0,1162097133.59,3228306.0,0.0,0.0,0.0,0.0
263714,U09,C643,C116,852557732.0,395536978.0,65963488.75,12078175.0,0.0,0.0,0.0,0.0
263841,U02,C643,C116,17278393952.0,1120615203.0,2515330751.51,20151654.94,0.0,0.0001,0.0003,0.0281
263968,V05,C643,C116,0.0,11715280.0,354692128.53,115661.0,0.0,0.0,0.0,0.0
264095,U03,C643,C116,289919132.0,187905446.0,34068578.0,681455188.0,0.004,0.0005,0.0001,0.0017
264222,U05,C643,C116,0.0,13208904.0,708634076.1,78462.0,0.0,0.0,0.0021,0.0
264349,V01,C643,C116,700421782.0,4856483.0,277219260.38,13708870.0,0.0,0.0,0.0,0.0
264476,V02,C643,C116,2733093330.0,42216249.0,548183703.37,5125397.0,0.0,0.0,0.0001,0.0
264603,V03,C643,C116,4551026818.0,60343227.0,196458746.36,2793524.0,0.0,0.0,0.0,0.0
264730,V04,C643,C116,291495655.0,1423053.0,16145550.18,2845592.0,0.0,0.0,0.0,0.0
264857,O06,C643,C116,1931867533.0,57889187.0,507434975.08,456471808.0,0.0,0.0,0.0003,0.0
264984,V06,C643,C116,1909846021.0,69176003.0,192607951.54,158349113.0,0.0001,0.0,0.0,0.0009
265261,000,C643,C120,231664135280.0,6133538770.0,438721611962.33,4541724764.56,0.0,0.0004,0.0284,0.0003
265390,Z99,C643,C120,9074291104.0,124736491.0,21576112887.53,26945155.0,0.0,0.0,0.0001,0.0
265517,A01,C643,C120,214626393.0,964673.0,66443790.0,55056.42,0.0,0.0,0.0,0.0
265644,A02,C643,C120,1588528463.0,6615593.0,1022198121.37,82622.2,0.0,0.0,0.0,0.0
265771,K01,C643,C120,2083147941.0,286529851.0,6953390406.0,2989157.1,0.0,0.0,0.0003,0.0
265898,B01,C643,C120,526512884.0,51697693.0,54548593.0,179555.93,0.0,0.0,0.0,0.0
266025,B09,C643,C120,824365095.0,2635632.0,110078028.0,2117.42,0.0,0.0,0.0,0.0
266152,B02,C643,C120,1222225128.0,3318618.0,89879864.0,0.0,0.0,0.0,0.0,0.0
266279,J02,C643,C120,808638376.0,12173425.0,230169199.49,704590.3,0.0,0.0,0.0,0.0
266406,C09,C643,C120,780026580.0,5969267.0,67724115.07,5754616.33,0.0,0.0,0.0,0.0062
266533,J01,C643,C120,1415260963.0,25855273.0,1031559537.0,1718151.46,0.0,0.0,0.0,0.0
266660,C01,C643,C120,2070084740.0,8942757.0,835783884.87,15094916.52,0.0,0.0,0.0,0.0
266787,C02,C643,C120,5538905930.0,6523301.0,427710824.0,118121971.86,0.0,0.0,0.0,0.0008
266914,D01,C643,C120,1037375827.0,4512214.0,257560842.0,44648758.4,0.0002,0.0,0.0,0.0054
267041,D02,C643,C120,437764507.0,970286.0,100160900.0,57104.97,0.0,0.0,0.0,0.0
267168,E01,C643,C120,427535525.0,541736736.0,10446448979.05,18586276.72,0.0,0.012,0.2315,0.0
267295,F01,C643,C120,1528326260.0,672510.0,1265417240.0,2594976.94,0.0,0.0,0.0,0.0
267422,F03,C643,C120,14797639.0,41352.0,1052250.0,0.0,0.0,0.0,0.0,0.0
267549,F02,C643,C120,1202037591.0,46448597.0,4337610692.19,7284250.87,0.0,0.0,0.0,0.0
267676,F04,C643,C120,461186463.0,37973413.0,1463758984.0,2114736.9,0.0,0.0,0.0,0.0
267803,G00,C643,C120,314363615.0,48544406.0,540138964.38,3884426.1,0.0,0.0,0.0,0.0
267930,D03,C643,C120,1221280632.0,3311034.0,811861832.63,838822795.32,0.0,0.0,0.0,0.0
268057,E03,C643,C120,1943182563.0,92596160.0,1352066674.58,17259978.97,0.0,0.0,0.0007,0.0
268184,H01,C643,C120,575826094.0,4992860.0,298944848.0,1323347.48,0.0,0.0,0.0,0.0
268311,H02,C643,C120,2516711527.0,60019413.0,440938768.53,1295075.14,0.0,0.0001,0.0005,0.0
268438,H03,C643,C120,836850354.0,18934351.0,514543818.0,4898308.0,0.0,0.0,0.0,0.0
268565,L02,C643,C120,2974918600.0,198244728.0,7904275773.21,12971406.41,0.0,0.0,0.0,0.0
268692,L01,C643,C120,639664167.0,162787813.0,65056897618.06,229013472.92,0.0,0.0,0.0,0.0
268819,N09,C643,C120,9899297202.0,239329376.0,2829868647.05,18658029.35,0.0,0.0,0.0005,0.0001
268946,M01,C643,C120,628439.0,311325415.0,95856396274.0,1731438355.53,0.0,0.0,0.0,0.0
269073,M02,C643,C120,1036397182.0,852660228.0,57228401737.29,9842999.33,0.0,0.0003,0.0235,0.0
269200,V09,C643,C120,2865447634.0,46951302.0,2280255763.5,4136052.13,0.0,0.0,0.0002,0.0
269327,N01,C643,C120,3070078790.0,163061680.0,5164535132.43,1042490.86,0.0,0.0002,0.0048,0.0
